"publisher","year","value"
"gavi",2020,963366738
"gavi",2021,289948176
"gb-chc-220949",2019,29655149.443248
"gb-chc-220949",2020,18749289.728697
"gb-chc-220949",2021,13542428.072208
"gecfundmanagerpwc",2019,125365554.4602
"gecfundmanagerpwc",2020,85385896.9725
"gecfundmanagerpwc",2021,54309913.5132
"geomoun",2019,1129899.2474
"geomoun",2020,1161785.943
"geomoun",2021,1198413.2412
"gi-jhu",2019,9129
"gichd",2019,76942.4579
"globalcanopy",2019,893867.5336
"globalcanopy",2020,763243.0416
"goal",2019,1750165.7789
"grc2018",2019,94095.5642
"hai",2019,1320891.3872
"hai",2020,1332622.9755
"halo",2019,255166152514.313
"halo",2020,3134484.453896
"hdcentre",2019,5267431.5647
"hdcentre",2020,2021101.269
"hdcentre",2021,1431822.743
"healthnet",2019,262543.7177
"healthpartners-international",2019,89845.335
"hefoundation",2019,44924
"helpage_international",2019,19544235.9155
"helpage_international",2020,8313097.2783
"helpage_international",2021,3675533.6113
"hfc",2019,148966.2024
"hfc",2020,142129.0725
"hhc",2019,1309165.1946
"hhc",2020,1265539.8723
"hib",2019,4422473.5478
"hib",2020,4300611.219
"hib",2021,2283310.8810576
"hif",2019,5952430
"hif",2020,5434425
"hif",2021,5543370
"hiuk",2019,2972295.731859
"hiuk",2020,856688.0208
"hiuk",2021,78271.2316
"hmtfitb",2019,863921.6
"hmtfitb",2020,820241.4
"hmtfitb",2021,120070
"homeoffice",2019,525068443.6
"hp_12",2019,350860.762536
"hp_12",2020,85593.296574
"hqai",2019,720882.4576
"iadb",2019,5172240224.09
"iadb",2020,3360830138.19
"iadb",2021,1751810956.67
"ibfd",2019,105364.7496
"ibis_denmark",2019,22038771.1212
"ibis_denmark",2020,4541604.9975
"icco-cooperation",2019,5611835.3247
"icco-cooperation",2020,1652427.1215
"icco-cooperation",2021,230109.8139
"icf",2019,1575235.4676
"icf",2020,1516733.3889
"icf",2021,1517126.4745
"icrc",2019,2211464336.60941
"ictj",2019,1539948
"idh",2019,45001930.7859
"idp",2019,2427580.380456
"idp",2020,2245319.135325
"idp",2021,1913434.334883
"ids",2019,6390281.1583
"ids",2020,10788949.0389
"ids",2021,6634932.5209
"ieu",2019,1772449.4656
"ifcwbg",2019,11219970000
"ifcwbg",2020,1.4e+07
"ifdc-us",2019,5873295.2509
"ifdc-us",2020,2113033.2975
"ifrcrcs",2019,107870676.5986
"ihedelft",2019,6177050
"ihedelft",2020,5428822.5
"iiwe",2019,1723018.117139
"iiwe",2020,1609600.31172
"iiwe",2021,1764466.922979
"imc_uk",2019,6177281.7901
"imc_uk",2020,2099074.7154
"imcw_admin",2019,17774559.798306
"imf",2019,12469122
"imf",2020,2717168
"imf",2021,2755020
"ims",2019,2719800
"inasp",2019,1257265.8579
"inasp",2020,1229779.9932
"inasp",2021,704437.4823
"instiglio",2019,49703.1174
"integrity_action",2019,36363.389362
"integrity_action",2020,34596.808065
"integrity_action",2021,27957.891262
"international-alert",2019,6488118.546634
"international-alert",2020,180405
"intrac",2019,157669.4591
"intrac",2020,260294.3475
"intrac",2021,155227.6967
"iom",2019,414326826.69
"ipao",2019,72252.3923
"ipas",2019,6499019.776654
"ipas",2020,1186917.978168
"ipas",2021,252624.374306
"ipe",2019,141313.9666
"ipe",2020,108685.5936
"ippf",2021,43491262.340344
"ippf",2019,62565191.084637
"ippf",2020,64150543.472549
"irc_inc",2019,97922616.6267865
"irc_inc",2020,52288710.1756287
"irc_inc",2021,12744293.431392
"irc_uk",2019,96244104.0811744
"irc_uk",2020,50667481.5966297
"irc_uk",2021,13778293.106227
"irise_int",2019,84165.8039
"irise_int",2020,19180.6596
"irw",2019,3237042.6603
"issafrica",2019,935079.5828
"issafrica",2020,905403.2175
"itad",2019,493374.5756
"itad",2020,472550.4516
"itad",2021,471764.6356
"itc",2019,73522218
"itc",2020,78635641
"itc",2021,45424109
"iteco",2019,642392.602346
"iteco",2020,723112.59087
"iteco",2021,847302.961887
"itm",2019,14784120.629674
"itm",2020,15814457.177535
"itm",2021,15177393.426933
"itpc",2019,123086.1445
"iucn_nl",2019,26815963.3247
"iucn_nl",2020,24687053.208
"jocc_uk",2019,70852.8725
"jocc_uk",2020,64069.945752
"kad",2019,400.519922
"kad",2020,364.1770665
"kidasha",2019,98616.3995
"kidasha",2020,121414.9704
"kidasha",2021,86127.4117
"kingscollegelondon",2019,1067504.97618
"kit",2019,2019250.6906
"kit",2020,2279648.286
"kiyo",2019,2254014.934116
"kiyo",2020,2151972.06192
"kiyo",2021,1978219.4625
"kmss",2019,675086.9226
"kmss",2020,507803.994
"knvb",2019,216579.7271
"kpmgea",2019,21428245.978866
"kpmgea",2020,13952064.4713
"kpmgea",2021,8210190.8859
"ksrelief291",2019,196956762
"ksrelief291",2020,22696183
"ksrelief291",2021,992592
"lbg",2019,6709854.2969
"lbg",2020,5698468.3701
"lbg",2021,5234987.1622
"lcd_admin",2019,652746.7639
"lcd_admin",2020,540084.462
"lcd_admin",2021,416712.5406
"lcdi_admin",2019,3840572.2627
"lcdi_admin",2020,2089822.3443
"lcdi_admin",2021,2418819.7556
"lftw-be",2019,2686558.5252
"lftw-be",2020,2328168.177
"lftw-be",2021,2393655.4485
"lstm",2019,884785.0555
"lts",2021,2783849.3654
"lts",2019,2988233.2395
"lts",2020,2829221.8584
"mag",2019,18620507.5175
"mag",2020,5580186.3876
"mailman_school_of_public_health",2019,316646.98089
"mailman_school_of_public_health",2020,404892.118101
"mailman_school_of_public_health",2021,301736.162147
"mainline",2019,2514464.22755
"mainline",2020,2517537.159
"max-foundation",2019,2744680.0733
"max-foundation",2020,2169128.889
"max-foundation",2021,1161458.1954
"mce",2019,35956388.383877
"mce",2020,24846727.662519
"mce",2021,10199385.3062
"mcn",2019,290800.9137
"mcn",2020,126454.0275
"medair",2019,2215911.1874
"medecins",2019,3331423.4525
"medecins",2020,2762630.847
"medecins",2021,2755233.6354
"memisa",2019,6818394.188496
"memisa",2020,6142035.148425
"memisa",2021,5591500.683354
"mfat",2019,82054852.166574
"mfat",2020,102639725.0528
"mfat",2021,41826768.050838
"minbuza_nl",2019,5416360496.3457
"minbuza_nl",2020,4064256857.304
"minbuza_nl",2021,2028420085.464
"mm1",2019,936667.6462
"mmh",2019,62412.0571
"mmh",2020,59777.7981
"mmh",2021,59678.3921
"mmha",2019,587309.4216
"mmha",2020,526124.052
"mmha",2021,515117.0916
"mondefemmes",2019,903047.6477
"mondefemmes",2020,935672.4045
"mondefemmes",2021,967192.4907
"mondiaalfnv",2019,4125020.5128
"motivation",2019,149032.7545
"motivation",2020,36711.2148
"msi",2019,77297071.366202
"msi",2020,59234528.034483
"msi",2021,25084410.8423
"msv",2019,1708650.647
"msv",2020,1643856.417
"msv",2021,1719545.4549
"namati_inc",2019,1137490.9134
"namati_inc",2020,1089477.822
"nathan",2019,13433478.6
"ncea",2019,2912010.7423
"ncea",2020,3142446.732
"ndsicde",2019,652433.7252
"ndsicde",2020,651478.0076
"neem",2019,306375.583385
"ngo-federatie",2019,1124792.5117
"ngo-federatie",2020,1118664.621
"ngo-federatie",2021,1241925.3018
"nl-kvk-41207989",2019,293000
"nlrc",2019,13987449.0382
"norad",2019,604958739.258
"norad",2020,1701545294.6702
"norad",2021,888970558.6897
"npa",2019,15631101.7726
"npa",2020,3737479.2498
"nrc",2019,21259586.793114
"nrc",2020,11884508.9973
"nrc",2021,6213364.1131
"nri",2019,384353.4459
"nri",2020,59364.0693
"nswp",2019,432779.8464
"nswp",2020,431777.952
"nuffic20171017",2019,225561157.8
"odakorea",2019,79148160.342
"odi",2019,10676301.6947
"odi",2020,3659988.0861
"odi",2021,2852874.0063
"odi_sales_ltd",2019,1930017.1785
"odi_sales_ltd",2020,1389806.4444
"odi_sales_ltd",2021,1369699.7257
"oecd",2019,4908318.7461
"oecd",2020,4971097.1295
"omdm",2019,863815.754351
"omdm",2020,955675.61532
"omdm",2021,1019972.375847
"oneacrefund",2019,145689961
"oneacrefund",2020,193668753
"oneacrefund",2021,229466219
"onl",2019,52646873.609
"onl",2020,52889886.9405
"open_university",2019,2736811.9627
"open_university",2020,2397498.261
"open_university",2021,1444894.7639
"opml",2019,6927178.471698
"opml",2021,5608181.532
"opml",2020,841601.352
"opportunity-international-uk",2019,2636401.1679
"opportunity-international-uk",2020,1496006.0571
"opportunity-international-uk",2021,549189.3737
"options",2019,14195070.6956
"options",2020,14978929.7313
"options",2021,8399160.654
"orbis_africa",2019,75344.5114
"orbis_ethiopia",2019,454373.7893
"orbis_ethiopia",2020,440393.8617
"orbis_ethiopia",2021,387295.3906
"orbis_international",2019,498529.2241
"orbis_international",2020,472979.8155
"orbis_international",2021,427894.6597
"orbis_uk",2019,616536.143
"orbis_uk",2020,515230.6665
"orbis_uk",2021,471205.1094
"oww",2019,1139064.473415
"oww",2020,1227422.849715
"oww",2021,1320967.637667
"oxfamgb",2019,25013805.1856
"oxfamus",2019,7581773.92999999
"oxsol",2019,6833013.356576
"oxsol",2020,7134102.385155
"oxsol",2021,7474341.147894
"pa",2019,28961787.339102
"pa",2020,10426551.751521
"pa",2021,3449557.224591
"pacam",2019,62826.4381
"pacam",2020,60174.6891
"palladium",2019,5809548.7894
"partos_nl",2019,1314027
"partos_nl",2020,1310985
"pasgr",2019,971188.5168
"pax",2019,305095.7305
"pax",2020,13532734.5435
"pcf",2019,998843.5853
"pcf",2020,33222.825
"pcst",2019,183539.3905
"pcst",2020,81290.493
"pcst",2021,20.2764
"peacedirect",2019,342738.380099
"peacedirect",2020,421690.517649
"peacedirect",2021,380404.321153
"peas",2019,1668992.3081
"peas",2020,1081227.3
"peas",2021,500948.8498
"phase_worldwide",2019,110057.772835
"phase_worldwide",2020,144266.065941
"pib",2019,3052109.6056
"pib",2020,3081095.9955
"pib",2021,3215369.547
"pin",2019,42874979.36803
"plan_uk",2019,19810802.8953
"plan_uk",2020,9585940.5135
"plan_uk",2021,3027884.4362
"plannlno",2019,1672467.7343
"plb",2019,5892900
"plb",2020,5904600
"populationcouncil",2019,436853.3301
"populationcouncil",2020,781666.4025
"practica",2019,30026.0785
"protos",2019,6830903.242603
"protos",2020,5848346.17098
"protos",2021,4018526.942913
"psi",2019,8844654.4251
"psi",2020,4927072.2252
"psi",2021,2951806.8835
"pskenya_19",2019,16484125
"pumnl",2019,13696341.5182
"pumnl",2020,14183544.474
"pumpaid",2019,571202.8616
"pumpaid",2020,360777.5271
"pwc",2019,41485608.2831371
"pwc",2020,11357312.586
"pwc",2021,6863609.438
"pwcplindia",2019,5708351.9264
"quinoa",2019,297298.429054
"quinoa",2020,305624.19609
"quinoa",2021,315021.888504
"r4d",2019,75000
"r4d",2020,75000
"r4d",2021,75000
"rainforest-alliance",2019,1929561.3594
"rains",2019,228041.532184
"raleigh_int",2019,4757262.846992
"raleigh_int",2020,403450.5258
"raleigh_int",2021,337950.2227
"rc",2019,2540880.0689
"rc",2020,2587293.9426
"rc4d",2019,906894.298893
"rc4d",2020,878435.40447
"rc4d",2021,927040.594734
"rcel",2019,4716279.8629
"rcel",2020,4047085.5
"rcel",2021,2719585.5
"rcn",2019,2461041.1683
"rcn",2020,2417541.498
"rcn",2021,2072774.6478
"redbarnet",2019,16469900
"restless",2019,3340872.7262
"restless",2020,4060404.1998
"restless",2021,4544177.6249
"ri_kenya",2019,3492140.6267
"ri_kenya",2020,1198972.8327
"rikolto",2019,5990909.056957
"rikolto",2020,5340371.025555
"rikolto",2021,5085075.980556
"rikolto_belgium",2019,10262264.468269
"rikolto_belgium",2020,9359855.03574
"rikolto_belgium",2021,9010834.128747
"rkiv",2019,2686684.716716
"rkiv",2020,2345949.088965
"rkiv",2021,1755888.569217
"rnli_international",2019,280581.405897
"rnli_international",2020,334113.295263
"rnli_international",2021,326636.290754
"rtp",2019,420983.9271
"rutgers",2019,20896487.3249
"rvo",2019,381107.1385
"rvo",2020,381055.158
"saferworld",2019,9418390.724442
"saferworld",2020,6559747.081542
"saferworld",2021,1072511.238817
"sci",2019,20772768.846
"sciaf",2019,1049359.98561
"sciaf",2020,633881.8323
"sciaf",2021,250240.2884
"scibelgium",2019,299042.2215
"scibelgium",2020,301802.193
"scibelgium",2021,323498.6289
"scnl",2019,31519457.8314
"scnl",2020,9759031.7265
"scnl",2021,899549.8011
"scuk",2019,23630341.4777
"sddirect",2019,1478586.75
"self-help-africa",2019,33385.2706
"sendacow",2019,1330341.043146
"sendacow",2020,1001805.862935
"sendacow",2021,25220.211213
"sense_international",2019,347649.435356
"sense_international",2020,459963.799209
"sense_international",2021,139188.578002
"sfcg",2019,414567.6568
"sg",2019,2042562.8773
"sg",2020,2344734.7695
"sg",2021,2449918.3914
"shc",2019,1137746.886188
"shc",2020,1080130.749255
"shc",2021,1149796.540053
"sida",2019,3553348341.84678
"sida",2020,2170825601.23733
"sida",2021,1502974669.17481
"simavi",2019,24049348.232382
"simavi",2020,23472080.40186
"simavi",2021,15821059.6737
"siren",2019,1150590.3758
"snv",2019,18963709.7188
"snv",2020,21336229.332
"snv",2021,23064340.2858
"solidagro_admin",2019,2414970.000267
"solidagro_admin",2020,2274195.86577
"solidagro_admin",2021,2084624.947422
"solidaridad",2019,4172143.5426
"solidaridad",2020,4206462.327
"solidaridad-europe",2019,2032142.7555
"solidaridad-europe",2020,2030609.3175
"solidaridad-ssea",2019,6240325.667389
"solidaridad-ssea",2020,5678486.7075
"solidaridad-waf",2019,13909663.1322
"solidaridad-waf",2020,5511777.597
"solidaridad-waf",2021,3836391.0255
"solsoc",2019,5153465.1090813
"solsoc",2020,5414265.65871
"solsoc",2021,5365608.71787
"somo",2019,5280031.164331
"somo",2020,5267810.022705
"sosfaim",2019,7112677.700524
"sosfaim",2020,7285082.17437
"sosfaim",2021,7285651.202313
"sosnl",2019,5710159.3604
"spark",2019,1708478.150071
"ss-org",2019,89729436.4014
"ssn",2019,1968972.571245
"ssn",2020,457807.851216
"st_vluchteling",2019,5379754.5714
"stichting_hivos",2019,19675651.7936
"stichting_hivos",2020,46084744.206
"street_child",2019,2322968.691111
"street_child",2020,1982970.074418
"street_child",2021,490382.845891
"surf",2019,69608.4738
"svdbskb_admin",2019,2794978.1068
"svdbskb_admin",2020,2390820.9345
"svdbskb_admin",2021,2240026.0398
"taf",2019,478114
"tbi",2019,3802255.05
"tear",2019,15502020.1435
"tfb_admin1",2019,574067.803056
"tfb_admin1",2020,292135.4154
"tfb_admin1",2021,92861.945964
"tgh",2019,502561.2768
"the_mentor_initiative",2019,4771660
"the_mentor_initiative",2020,4329720
